CID CIDint IDSURVEY TYPE FIELD CUTFLAG_SNANA zCMB zCMBERR zHD zHDERR VPEC VPEC_ERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB RA DECL TGAPMAX TrestMIN TrestMAX MWEBV MU MUMODEL MUERR MUERR_RAW MURES MUPULL ERRCODE biasCor_mu biasCorErr_mu biasCor_mB biasCor_x1 biasCor_c biasScale_muCOV IDSAMPLE
2006te 105 64 0 NULL 1 0.0321 0 0.03292 0 247.9814 0 10.576 0.076 52.641 50.0125 34.4849 54097.164 0.046 -0.131659 0.0825483 -0.0560341 0.0288613 16.3084 0.0397839 0.00537831 0.000197074 -0.000227966 -8.02753E-07 -4.61518E-06 39 41.1593 0.3762 122.929008 41.554668 10.5197 2.9953 43.8017 0.03956 35.7904 35.8 0.1171 0.0982 0.029 0.249 0 0.062 0.002 -0.019 -0.022 -0.023 0.636 0
2007ae 106 64 0 NULL 1 0.06416 0 0.06455 0 119.4012 0 11.047 3.812 47.6236 47.61 38.4636 54153.301 0.043 1.6352 0.1907 0.00982476 0.0316125 17.5515 0.0401098 0.00171152 6.32276E-05 0.00065569 -3.13096E-06 -1.58782E-06 32 25.0214 0.8052 255.466949 79.031738 15.0298 3.9749 43.4047 0.0387 37.1484 37.3117 0.1138 0.0969 -0.132 -1.161 0 -0.019 0.013 0.007 0.268 0.019 0.608 0
2007ap 109 64 0 NULL 1 0.01668 0 0.01663 0 -16.2046 0 10.414 0.088 90.9176 83.3333 47.6444 54167.867 0.229 -1.7408 0.0748401 -0.0617867 0.0307531 15.1101 0.0448325 0.0162171 0.000669641 0.000179124 -1.95005E-05 -1.58705E-05 41 46.3036 0.2992 239.095978 16.51609 8.69 7.5062 40.9095 0.02752 34.3512 34.2907 0.1468 0.1394 0.12 0.817 0 0.072 0.002 -0.022 -0.022 -0.027 0.688 0
2007ar 110 64 0 NULL 1 0.05335 0 0.05359 0 74.094 0 11.792 0.047 39.9905 35.7131 29.4067 54165.566 0.06 -1.69873 0.2533 -0.0162106 0.0512901 17.6378 0.0718499 0.00158082 0.000104613 0.00340606 -1.74165E-05 -4.44751E-06 20 23.111 0.2834 200.257492 58.550781 7.5941 11.9977 41.5802 0.0086 36.8123 36.8908 0.146 0.145 -0.007 -0.05 0 -0.023 0.004 -0.002 -0.055 0.003 0.648 0
2007bd 112 64 0 NULL 1 0.03185 0 0.03163 0 -67.5262 0 10.978 0.442 100 90.9292 90.8957 54206.512 0.058 -1.41883 0.0669158 -0.0309872 0.0270307 16.3348 0.0339091 0.00524909 0.000163936 -0.000151946 -5.23E-08 -3.64668E-06 30 28.8468 0.5257 127.889061 -1.19937 22.3066 -9.10149 31.6658 0.02924 35.5615 35.7111 0.1196 0.0959 -0.111 -0.927 0 0.024 0.002 -0.009 -0.017 -0.01 0.677 0
2007co 115 64 0 NULL 1 0.02656 0 0.02751 0 283.6869 0 10.366 3.818 83.3573 76.9338 66.6539 54265.148 0.054 -0.22032 0.0638727 0.0842432 0.0297153 16.264 0.0651964 0.00560277 0.000336436 -1.63374E-06 -1.65318E-07 -7.89222E-06 74 86.257 0.156 275.765015 29.897051 3.9596 -5.61805 29.3189 0.0946 35.3367 35.4014 0.135 0.0977 -0.03 -0.22 0 -0.06 0.004 0.014 -0.014 0.019 0.849 0
2007cq 117 64 0 NULL 1 0.0251 0 0.02559 0 145.3228 0 10.085 0.139 76.9429 71.4317 58.8306 54281.008 0.074 -0.694209 0.1212 -0.0330027 0.0299227 15.6072 0.063836 0.0102597 0.000603219 8.95744E-05 -2.43947E-06 -1.41189E-05 33 54.248 0.0113148 333.668427 5.08016 14.5357 -6.38673 29.5624 0.09202 34.8948 35.2412 0.1253 0.1035 -0.311 -2.484 0 0.03 0.002 -0.011 -0.004 -0.011 0.694 0
2007F 118 64 0 NULL 1 0.02419 0 0.02401 0 -55.3181 0 10.084 0.473 100 76.9289 58.8281 54124 0.046 0.5366 0.0424565 -0.0388074 0.0254871 15.6381 0.0294163 0.0099716 0.000270165 -0.000133764 5.76243E-08 -5.96732E-06 65 66.4783 0.4258 195.812744 50.618759 6.7889 -8.2657 43.4159 0.01376 35.13 35.1003 0.1256 0.1046 0.065 0.516 0 0.039 0.002 -0.013 -0.001 -0.014 0.69 0
2007O 119 64 0 NULL 1 0.03659 0 0.03713 0 163.9814 0 10.988 0.031 66.6542 58.8307 52.6262 54125.801 0.14 -0.565831 0.0790996 -0.0183904 0.0284261 16.5715 0.0345238 0.00422078 0.000134211 -7.9686E-05 -6.92591E-07 -3.25601E-06 34 52.5348 0.0287768 224.0215 45.404831 6.7591 2.6162 42.1607 0.02064 35.9087 36.068 0.1187 0.0937 -0.124 -1.042 0 0 0.002 -0.004 -0.011 -0.002 0.681 0
2008af 121 64 0 NULL 1 0.03411 0 0.03408 0 -8.21896 0 11.383 0.436 71.4361 71.4358 58.8155 54502.816 0.023 -1.56427 0.1363 0.0135848 0.0302379 16.6518 0.0381038 0.00392012 0.000137576 0.000446615 -5.08958E-06 -3.41333E-06 24 19.0516 0.7946 224.868713 16.653271 12.6163 6.4745 41.3186 0.0301 35.7473 35.877 0.1272 0.1011 -0.091 -0.715 0 -0.032 0.002 0.004 -0.025 0.009 0.731 0
2008bf 122 64 0 NULL 1 0.02453 0 0.02454 0 1.6113 0 11.166 2.95 58.8282 47.6202 47.6182 54555.055 0.095 0.3072 0.071517 -0.019894 0.0265106 15.476 0.0341791 0.011577 0.000364446 -9.31795E-05 -1.548E-06 -8.02444E-06 46 61.4703 0.0631645 181.011993 20.245081 6.8701 -5.55713 37.3427 0.02838 34.9496 35.1485 0.1283 0.1051 -0.164 -1.277 0 0.006 0.002 -0.005 -0.01 -0.003 0.717 0
2008L 123 64 0 NULL 1 0.0173 0 0.01697 0 -99.7133 0 10.672 0.446 66.6667 49.9902 45.4575 54493.129 0.318 -1.68199 0.1017 -0.0965636 0.0390189 14.9331 0.0925701 0.019088 0.00162745 -0.000865637 1.21041E-05 -4.8761E-05 18 34.8007 0.0147588 49.319149 41.38229 10.669 -1.91505 32.4214 0.1367 34.2381 34.3352 0.1482 0.1464 -0.038 -0.254 0 0.146 0.003 -0.043 -0.023 -0.052 0.659 0
2007A 125 65 1 NULL 1 0.01595 0 0.01629 0 101.3118 0 10.832 0.151 70.922 56.8182 37.0372 54113.398 0.142 0.4448 0.2015 0.0979393 0.033024 15.4254 0.0538152 0.0121299 0.000601224 0.00139342 -2.9507E-05 -1.57639E-05 8 4.8212 0.7765 6.319504 12.886883 10.8149 -6.19089 25.2705 0.063296 34.5083 34.2453 0.1551 0.1241 0.272 1.751 0 -0.055 0.005 0.013 0.002 0.019 0.881 0
2007aj 126 65 1 NULL 1 0.03156 0 0.03184 0 85.4255 0 7.014 0.26 57.8036 53.7634 48.3093 54160.574 0.4 -0.396892 0.0960251 -0.057253 0.0312281 16.2912 0.0479493 0.00546434 0.000241321 -0.000343379 -1.59509E-06 -6.16323E-06 39 34.6848 0.7079 191.977173 54.010578 6.8879 9.4339 42.3125 0.014018 35.6798 35.7258 0.1199 0.1029 -0.007 -0.06 0 0.065 0.002 -0.02 -0.017 -0.024 0.639 0
2007cb 128 65 1 NULL 1 0.03753 0 0.037 0 -158.68 0 10.286 4.303 50.0002 42.5532 39.2157 54214.777 0.798 1.1412 0.4027 -0.0690089 0.0588124 16.3881 0.1092 0.00499767 0.000502726 0.0129343 -0.000114434 -2.74962E-05 15 3.7732 0.9984 209.571655 -23.372688 4.9213 11.1163 24.6217 0.061834 36.0852 36.0602 0.1262 0.1193 0.061 0.481 0 0.094 0.003 -0.022 0.063 -0.029 0.609 0
2007cc 129 65 1 NULL 1 0.03002 0 0.02932 0 -209.709 0 10.644 3.727 52.6315 40.8164 34.3643 54216.293 0.069 1.783 0.6316 0.1262 0.0560053 16.0073 0.0960385 0.00709693 0.000627757 0.0263911 -0.00031692 -3.18341E-05 15 27.0464 0.0283603 212.175217 -21.596527 4.8584 9.7244 23.3279 0.068284 35.1971 35.5427 0.1513 0.1199 -0.311 -2.052 0 -0.018 0.016 0.023 0.344 0.026 0.871 0
2007fb 132 65 1 NULL 1 0.01681 0 0.0174 0 176.7007 0 10.272 3.866 63.6942 59.8802 51.5463 54288.07 0.449 -1.55959 0.2036 -0.0854714 0.0317552 15.2901 0.0508629 0.0137395 0.000643649 -0.000648778 3.13941E-05 -1.53438E-05 17 33.8346 0.00881861 359.218262 5.508861 9.9227 0.4221 24.8796 0.047816 34.5941 34.3903 0.1445 0.1392 0.263 1.822 0 0.125 0.002 -0.037 -0.018 -0.045 0.668 0
2007hu 134 65 1 NULL 1 0.0354 0 0.03578 0 112.2578 0 11.689 0.026 29.5858 21.5983 13.2275 54352.918 1.716 -1.32746 0.4667 0.2284 0.0657519 17.4653 0.1359 0.00185299 0.000231863 -0.00325843 3.2021E-05 -1.26354E-05 9 10.3965 0.3194 254.124527 27.977709 8.6923 5.1007 25.2884 0.039388 35.9056 35.9855 0.1918 0.169 -0.041 -0.215 0 -0.132 0.014 0.04 -0.021 0.046 0.909 0
2007is 137 65 1 NULL 1 0.02968 0 0.02845 0 -369.606 0 10.735 0.067 49.7514 47.619 45.2488 54366.703 0.579 -0.411317 0.1843 0.0375944 0.0316113 16.1997 0.0394486 0.0059448 0.000215995 -0.00152188 1.00294E-05 -5.79918E-06 13 14.205 0.3596 251.810867 40.243443 24.2794 1.3581 43.1187 0.017286 35.3957 35.4759 0.1407 0.1163 -0.045 -0.32 0 -0.041 0.003 0.008 -0.01 0.013 0.779 0
2007kh 138 65 1 NULL 1 0.04943 0 0.05035 0 275.0391 0 8.727 0.063 32.6798 24.6914 7.7459 54366.23 1.037 0.6357 0.3954 0.1405 0.0610388 17.625 0.1295 0.00159959 0.000190774 -0.00350993 1.39737E-05 -9.75413E-06 20 19.3452 0.563 48.800205 43.170387 20.9529 2.9242 41.1134 0.1706 36.6183 36.7503 0.176 0.1578 -0.094 -0.534 0 -0.108 0.009 0.026 0.007 0.037 0.841 0
2007kk 139 65 1 NULL 1 0.04119 0 0.04269 0 450.5611 0 11.33 0.048 48.7805 45.2488 41.4938 54383.77 0.246 0.9639 0.1319 -0.0182667 0.0401396 16.7126 0.1204 0.00370659 0.000411101 -0.000597419 3.76458E-06 -1.41435E-05 68 52.8431 0.9119 55.596909 39.241749 4.8976 -3.23632 39.9646 0.197 36.2821 36.3799 0.1164 0.0923 -0.062 -0.534 0 0.007 0.003 -0.003 0.051 0 0.663 0
2007ob 142 65 1 NULL 1 0.03266 0 0.03212 0 -159.56 0 10.464 0.019 33.0032 31.7461 27.4725 54402.379 0.859 -0.541047 0.2622 0.2462 0.0390322 17.0574 0.0829093 0.00269805 0.000206029 -0.000540432 6.58533E-06 -6.27011E-06 23 12.3069 0.9762 348.108276 13.913647 7.7378 5.5351 36.5808 0.058566 35.5407 35.7453 0.153 0.1173 -0.166 -1.084 0 -0.118 0.013 0.039 0.006 0.043 0.912 0
2007su 145 65 1 NULL 1 0.02662 0 0.02752 0 269.1038 0 9.126 0.081 55.8659 49.5049 26.738 54460.508 0.671 0.3117 0.347 0.2001 0.035868 16.6735 0.0682479 0.00384231 0.000241522 0.0019124 9.41045E-07 -6.76676E-06 10 3.7433 0.9582 334.787018 13.177747 8.7564 4.4694 24.901 0.07138 35.3773 35.4022 0.1515 0.1147 0.01 0.067 0 -0.089 0.007 0.022 -0.008 0.03 0.915 0
2007ux 146 65 1 NULL 1 0.03043 0 0.03049 0 18.6144 0 10.381 0.123 43.4783 42.5532 26.455 54465.812 0.268 -2.51131 0.1019 0.184 0.0368812 17.1806 0.0517456 0.00240862 0.000114794 -0.00045325 3.17215E-07 -3.54772E-06 57 95.7449 0.00100135 152.333084 14.992519 9.6164 0.6679 43.3157 0.038528 35.6048 35.6296 0.1523 0.1173 0.014 0.092 0 -0.138 0.017 0.04 -0.179 0.041 0.903 0
2008C 147 65 1 NULL 1 0.01708 0 0.01724 0 49.4999 0 10.93 3.158 69.4444 55.5557 54.6449 54467.301 0.279 -0.725556 0.1179 0.1156 0.0311406 15.3836 0.0588297 0.0126059 0.000683039 -0.000218915 5.64282E-06 -1.6836E-05 30 13.6324 0.9955 104.297791 20.437105 10.7203 2.851 42.101 0.072154 34.2597 34.3699 0.1614 0.1328 -0.051 -0.314 0 -0.058 0.005 0.014 0.005 0.02 0.882 0
2008Y 149 65 1 NULL 1 0.07029 0 0.07063 0 101.8178 0 10.93 0.072 30.6748 26.3157 22.9885 54503.711 0.036 -0.607786 0.2049 0.0869005 0.0346573 18.2611 0.0363211 0.00089032 2.97838E-05 -0.000150521 -1.25707E-06 -8.60127E-07 36 36.3949 0.4972 169.877426 54.462837 9.3484 2.6073 44.489 0.011094 37.4182 37.5165 0.1234 0.111 -0.056 -0.457 0 -0.215 0.018 0.042 -0.094 0.066 0.628 0
2008ac 150 65 1 NULL 1 0.05351 0 0.05344 0 -23.0192 0 9.84 0.08 35.8423 28.6533 22.8832 54503.688 1.814 0.2136 0.6023 -0.0334482 0.0503477 17.5202 0.1032 0.00176171 0.000167418 -0.00245208 4.05126E-05 -6.71475E-06 7 4.3658 0.8227 178.438324 48.422443 6.6488 5.4244 19.6718 0.01634 36.9623 36.8844 0.1404 0.1405 0.149 1.062 0 0.019 0.003 -0.008 -0.035 -0.009 0.623 0
2008ar 152 65 1 NULL 1 0.02739 0 0.02878 0 416.4215 0 10.408 0.052 65.3595 60.6059 58.1396 54534.727 0.072 0.0201165 0.0707085 -0.0341985 0.02684 15.9944 0.0350237 0.00718159 0.000231664 -0.000110979 -4.18532E-07 -5.08656E-06 40 28.3497 0.9161 186.158005 10.837983 13.6416 -8.01596 42.4587 0.032078 35.4521 35.5015 0.1214 0.0985 -0.014 -0.117 0 0.03 0.002 -0.012 -0.017 -0.012 0.682 0
2008at 153 65 1 NULL 1 0.03513 0 0.03518 0 15.1536 0 11.459 3.329 41.4937 21.3675 19.2307 54526.469 0.76 -1.53386 0.172 0.2446 0.0465686 17.3728 0.0837089 0.00201777 0.000155568 -0.00178122 4.3017E-06 -5.89853E-06 28 24.814 0.6379 156.801956 71.415428 8.5984 3.7028 42.1617 0.078432 35.7333 35.9478 0.1647 0.1338 -0.176 -1.067 0 -0.145 0.014 0.043 -0.035 0.049 0.91 0
2008bw 154 65 1 NULL 1 0.03276 0 0.03348 0 216.1265 0 10.723 3.938 38.61 27.027 16.2338 54565.418 0.778 -1.55005 0.2502 -0.1813 0.0615412 16.3481 0.1154 0.00518509 0.000551178 0.00253537 -6.48389E-05 -2.79048E-05 15 11.0691 0.7477 276.710175 51.137894 10.8401 13.4377 41.6023 0.034314 35.8028 35.8375 0.1455 0.1662 0.004 0.028 0 0.33 0.013 -0.141 -0.154 -0.134 0.536 0
2008by 155 65 1 NULL 1 0.04584 0 0.04651 0 200.2281 0 8.568 0.103 44.8433 40 35.9712 54575.039 1.032 0.4778 0.3085 -0.14785 0.0345519 16.8343 0.0778095 0.00331333 0.00023745 0.00180725 -1.1443E-05 -5.93886E-06 14 5.4754 0.9873 181.337112 40.945675 17.1271 6.7581 44.1708 0.01161 36.489 36.572 0.1092 0.1047 -0.045 -0.412 0 0.27 0.007 -0.077 -0.027 -0.095 0.521 0
2008bz 156 65 1 NULL 1 0.06143 0 0.06119 0 -74.4821 0 11.031 0.016 33.67 29.7618 18.5874 54577.863 0.941 0.0368852 0.3798 -0.105172 0.0358575 17.6518 0.0560441 0.00156061 8.05563E-05 -0.00244874 1.18524E-05 -2.27166E-06 22 17.3324 0.7926 189.740356 11.129333 13.1075 3.054 43.6989 0.023134 37.2385 37.1905 0.1144 0.117 0.079 0.693 0 0.165 0.006 -0.041 -0.056 -0.058 0.511 0
2008cf 157 65 1 NULL 1 0.04693 0 0.04714 0 62.2831 0 5 10 50 43.1035 31.4464 54595.078 0.731 1.3533 0.4188 -0.106763 0.0306778 16.7707 0.0474323 0.00351346 0.000153492 -0.00104648 7.80558E-06 -3.57904E-06 19 6.8867 0.9948 211.885773 -26.552151 13.3835 -0.743113 22.103 0.057964 36.4795 36.6022 0.1172 0.1149 -0.085 -0.723 0 0.201 0.007 -0.041 0.167 -0.058 0.547 0
2008ds 159 65 1 NULL 1 0.01994 0 0.0212 0 377.4432 0 10.316 0.048 66.2251 63.2911 46.5116 54652.633 0.736 1.3355 0.4185 -0.0626649 0.0610982 15.0813 0.1141 0.0166525 0.00174926 0.0170572 -0.000521943 -0.000100157 13 13.3747 0.4193 7.46175 31.392744 5.7771 10.5441 24.2561 0.055298 34.7894 34.8254 0.1428 0.1354 0.024 0.165 0 0.09 0.004 -0.021 0.08 -0.027 0.675 0
2008fr 161 65 1 NULL 1 0.03959 0 0.04028 0 207.1577 0 8.896 0.075 56.1798 50.7615 46.5117 54732.582 0.332 0.5656 0.1133 -0.0905246 0.0290211 16.5566 0.0407762 0.00427921 0.000160711 -0.000683988 3.13865E-06 -3.67405E-06 50 21.2734 0.9999 17.955099 14.640614 6.7265 1.6516 43.9326 0.038614 36.1444 36.2499 0.1099 0.096 -0.07 -0.635 0 0.139 0.003 -0.036 -0.004 -0.048 0.571 0
2008gb 162 65 1 NULL 1 0.0364 0 0.03863 0 667.1536 0 10.268 4.495 34.7221 34.1295 32.2581 54747.047 0.02 0.0787412 0.1603 0.00615872 0.0406668 16.8369 0.109 0.00330552 0.000331804 -0.000722742 3.35595E-06 -1.08374E-05 32 15.5947 0.9956 44.488087 46.865608 7.7147 0.2449 33.0325 0.1705 36.2107 36.1564 0.1288 0.1074 0.09 0.698 0 -0.026 0.003 0.002 -0.024 0.007 0.707 0
2008gl 163 65 1 NULL 1 0.03297 0 0.03314 0 52.6341 0 11.125 0.432 56.1798 53.1915 52.3562 54768.484 0.101 -1.45792 0.0983427 -0.0119829 0.0283975 16.5582 0.0337595 0.0042728 0.000132857 -0.000100194 -1.35558E-06 -3.1107E-06 29 14.006 0.9913 20.228416 4.805339 10.5437 -6.0784 32.6058 0.024424 35.7385 35.8148 0.1235 0.0991 -0.038 -0.304 0 -0.006 0.002 -0.002 -0.019 0 0.701 0
2009D 166 65 1 NULL 1 0.02466 0 0.02414 0 -155.673 0 10.285 3.965 56.1798 52.6315 49.7513 54841.934 0.298 0.4623 0.1169 -0.0378938 0.0294842 15.4919 0.04526 0.0114086 0.000475579 -0.000151592 3.08779E-06 -1.14688E-05 43 35.028 0.8013 58.59507 -19.181822 9.7561 -0.617378 43.0907 0.045494 35.0246 35.1122 0.1286 0.1096 -0.053 -0.408 0 0.037 0.002 -0.013 -0.004 -0.014 0.691 0
2009ad 168 65 1 NULL 1 0.02834 0 0.02837 0 10.8107 0 11.016 3.5 62.1116 57.1427 50.7614 54886.582 0.12 0.1773 0.0747449 -0.0466209 0.0307263 15.9362 0.066437 0.00757707 0.000463647 -0.000107512 -2.32363E-07 -1.11618E-05 48 23.8271 0.9987 75.889137 6.65995 13.5185 -7.27391 43.2902 0.09632 35.446 35.4697 0.1203 0.0996 0.011 0.095 0 0.048 0.002 -0.016 -0.017 -0.018 0.663 0
2009an 169 65 1 NULL 1 0.00931 0 0.01043 0 335.1497 0 10.953 0.017 66.6667 62.5001 47.8468 54898.535 0.112 -1.41369 0.0991927 0.0471924 0.0295086 14.2663 0.0359918 0.0352774 0.00116943 0.000684507 -3.97581E-05 -3.02291E-05 48 10.0396 1 185.697433 65.85128 11.7927 -5.98152 40.4033 0.015996 33.2691 33.2675 0.1994 0.1912 0.01 0.052 0 -0.04 0.005 0.008 -0.007 0.013 0.82 0
2009ds 170 65 1 NULL 1 0.0205 0 0.02038 0 -38.3438 0 11.088 2.92 45.2488 43.8597 25.9741 54961.207 0.241 0.5124 0.1354 -0.0246662 0.0312179 15.2657 0.0425938 0.0140512 0.000551232 -0.00026811 -6.99904E-06 -1.44074E-05 29 25.9005 0.6308 177.266769 -9.729022 10.6961 -6.97104 41.1978 0.033454 34.7775 34.7384 0.142 0.1259 0.099 0.695 0 0.017 0.002 -0.007 0 -0.007 0.726 0
2008050 2008050 65 1 NULL 1 0.04702 0 0.0471 0 25.2251 0 5 10 35.7141 30.7692 20.5761 54621.043 0.818 1.1308 0.4765 0.0224269 0.034407 16.9049 0.0433174 0.00310492 0.000123876 -0.0013297 -3.70268E-06 -3.47307E-06 28 37.4388 0.1095 204.198303 5.141781 4.7799 -2.62148 25.9608 0.02279 36.3382 36.6003 0.1461 0.1345 -0.224 -1.534 0 -0.035 0.004 0.008 0.082 0.015 0.712 0
2008051 2008051 65 1 NULL 1 0.03908 0 0.03984 0 224.9702 0 5 10 57.1429 45.4545 37.037 54616.711 0.356 0.769 0.1384 -0.100475 0.0300975 16.397 0.0413571 0.00495673 0.000188808 -0.000345143 1.61422E-06 -4.4338E-06 41 62.8536 0.015643 229.995499 4.904647 5.7774 1.5309 37.0605 0.036722 36.0278 36.2253 0.1107 0.0989 -0.162 -1.462 0 0.164 0.003 -0.04 0.023 -0.054 0.565 0
2009kk 174 66 1 NULL 1 0.01243 0 0.0122 0 -69.2103 0 10.249 3.442 60.241 57.8034 41.1523 55126.793 0.266 -1.29105 0.0821123 -0.0824763 0.0355759 14.4451 0.0830145 0.0299203 0.00228768 0.0001185 4.32525E-06 -6.49049E-05 31 10.7527 0.9997 57.434666 -3.264628 8.6891 0.5978 32.9823 0.1183 33.7859 33.6108 0.1658 0.1703 0.184 1.108 0 0.119 0.003 -0.035 -0.011 -0.042 0.671 0
2009kq 175 66 1 NULL 1 0.01247 0 0.01271 0 73.0248 0 10.186 0.104 69.4446 58.4798 50.2513 55155.23 0.223 -0.0495283 0.1454 0.000678236 0.0307645 14.2738 0.0435225 0.0350334 0.00140434 0.00103064 -7.81291E-05 -3.65442E-05 30 5.3382 1 129.063126 28.067131 11.0697 -4.67577 29.9195 0.03526 33.6302 33.7005 0.1729 0.1645 -0.062 -0.357 0 -0.009 0.004 -0.001 -0.01 0.002 0.767 0
2009le 176 66 1 NULL 1 0.01703 0 0.01763 0 180.6158 0 10.452 3.416 69.9301 62.4999 30.1205 55166.066 0.068 0.0390956 0.1224 0.048331 0.0330772 15.0563 0.037793 0.0170398 0.000593131 0.0010038 -3.26119E-05 -1.60598E-05 15 17.9803 0.2637 32.321499 -23.412428 15.7205 -12.5426 18.7986 0.014104 34.281 34.4192 0.1601 0.1391 -0.079 -0.491 0 -0.039 0.003 0.008 -0.009 0.012 0.82 0
2009na 177 66 1 NULL 1 0.02212 0 0.02171 0 -122.709 0 10.568 0.141 58.1395 45.2489 44.2478 55201.977 0.092 -0.648369 0.0987752 -0.0144977 0.0283858 15.5441 0.0344989 0.0108735 0.000345502 2.62077E-05 -3.01493E-06 -8.07149E-06 31 37.0713 0.2465 161.756027 26.543814 19.4873 -6.34276 44.3878 0.027434 34.8502 34.8779 0.1369 0.1167 0.032 0.233 0 0.004 0.002 -0.004 -0.003 -0.002 0.734 0
2009nq 178 66 1 NULL 1 0.01526 0 0.01572 0 138.7044 0 10.667 0.513 32.1543 29.2398 18.215 55203.84 0.677 -0.418926 0.7586 0.0483588 0.0478132 15.0544 0.0921614 0.0170705 0.001449 0.00865688 -0.00010118 -5.2255E-05 15 0.4144 1 348.820862 19.022661 1.9676 -0.726319 10.0954 0.1251 34.2064 34.167 0.1955 0.1862 0.048 0.245 0 -0.038 0.004 0.008 -0.004 0.012 0.82 0
2010A 179 66 1 NULL 1 0.01985 0 0.01972 0 -39.1199 0 10.491 0.105 58.4794 49.7514 44.4444 55212.477 0.118 0.5027 0.1286 0.1389 0.0332569 15.6161 0.0394276 0.0101755 0.000369516 -0.000529061 -1.1963E-05 -9.82279E-06 18 18.1672 0.4447 38.164413 0.619417 29.3935 -9.18547 30.9857 0.025026 34.6015 34.6659 0.1657 0.1374 -0.005 -0.029 0 -0.061 0.005 0.015 0.004 0.021 0.891 0
2010H 180 66 1 NULL 1 0.01621 0 0.01678 0 169.9532 0 11.084 0.015 65.3597 49.505 18.8324 55215.52 0.104 -1.36205 0.1124 -0.107464 0.0429581 14.875 0.055019 0.0201371 0.00102044 0.00057007 -4.44005E-05 -3.79931E-05 11 4.1547 0.9652 121.601433 1.035836 19.4049 5.7899 31.2002 0.026488 34.2489 34.3105 0.1554 0.159 -0.002 -0.013 0 0.167 0.003 -0.049 -0.015 -0.059 0.649 0
2010Y 181 66 1 NULL 1 0.01123 0 0.01226 0 311.4243 0 10.599 0.047 61.3497 57.4713 57.1429 55247.805 0.084 -2.53389 0.0848301 -0.0311005 0.031534 14.7576 0.0366186 0.0224362 0.000756706 0.00033122 -1.94676E-05 -2.10571E-05 54 71.6615 0.0541688 162.766647 65.779556 10.7813 -8.41254 43.0288 0.01161 33.8121 33.6215 0.1733 0.1718 0.199 1.15 0 0.022 0.008 -0.009 -0.066 -0.011 0.725 0
2010dt 182 66 1 NULL 1 0.05294 0 0.05322 0 82.9509 0 10.874 0.441 40.3225 35.8424 35.3357 55361.684 0.189 -0.0520417 0.4379 -0.0649855 0.0420657 17.3931 0.0596321 0.00198047 0.000108774 0.00872791 -3.63325E-05 -3.7004E-06 4 8.7039 0.0689422 250.812759 32.67432 16.9993 -6.06216 13.7864 0.029326 36.9127 36.8751 0.1238 0.1214 0.109 0.879 0 0.07 0.004 -0.022 -0.041 -0.027 0.575 0
PTF10bjs 183 66 1 NULL 1 0.03052 0 0.03055 0 7.1618 0 5 10 49.7512 -99 -99 55261.746 0.15 0.8214 0.1942 0.0766877 0.2338 16.0303 0.3302 0.00694854 0.00211325 -0.00713938 5.42438E-05 -0.000495928 10 14.7487 0.1415 195.296722 53.815968 15.534 -10.0463 43.257 0.015136 35.2309 35.6339 0.5083 0.5444 -0.364 -0.717 0 -0.051 0.003 0.012 0.033 0.019 0.838 0
2004ef 184 5 1 NULL 1 0.02979 0 0.03001 0 66.5087 0 10.992 0.049 95.7827 95.7826 95.7826 53264.215 0.026 -1.40044 0.0259366 0.0837238 0.022323 16.6067 0.0358327 0.00408637 0.000134863 -0.00012025 3.63663E-07 -2.17219E-06 161 144.177 0.8393 340.541992 19.9946 4.8497 -8.74469 44.5077 0.047214 35.5105 35.5943 0.1256 0.0817 -0.045 -0.359 0 -0.068 0.003 0.015 -0.015 0.022 0.848 0
2004eo 185 5 1 NULL 1 0.01457 0 0.01506 0 148.2673 0 10.982 0.253 78.0869 53.0001 53 53278.355 0.032 -1.19557 0.027151 0.0012862 0.0255094 14.7918 0.0615751 0.0217402 0.00123295 -0.000158205 5.16461E-06 -2.39759E-05 142 142.8527 0.4641 308.226013 9.92853 8.8624 -12.1666 41.9926 0.09374 33.9674 34.0728 0.153 0.1364 -0.097 -0.633 0 -0.009 0.003 0 -0.001 0.002 0.767 0
2004ey 186 5 1 NULL 1 0.01462 0 0.0153 0 205.2742 0 9.95 0.154 92.8477 92.8477 92.8477 53304.512 0.03 0.0829829 0.024032 -0.14021 0.0260432 14.3898 0.072454 0.031483 0.00210094 -0.00023724 1.44513E-05 -4.26797E-05 107 124.9801 0.1129 327.28299 0.444222 7.8758 -9.36406 42.8132 0.1195 33.985 34.1075 0.1372 0.1341 -0.114 -0.83 0 0.239 0.007 -0.076 -0.025 -0.087 0.63 0
2004gu 188 5 1 NULL 1 0.04698 0 0.04713 0 46.8943 0 10.225 0.159 74.3295 74.3294 70.7107 53362.496 0.129 1.3066 0.0668167 0.0765143 0.0228557 17.1789 0.0257428 0.00241239 5.71977E-05 -0.000273901 2.01206E-07 -1.00617E-06 98 124.5593 0.042123 191.602997 11.9489 3.8244 -4.96727 44.8437 0.02236 36.5133 36.6017 0.1211 0.0799 -0.05 -0.416 0 -0.054 0.008 0.019 0.152 0.026 0.802 0
